level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Beta Cephei variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,RR Lyrae variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,RR Lyrae variable stars,RRab variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,RR Lyrae variable stars,RRab variable stars,Blazhko effect,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,RR Lyrae variable stars,RRc variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,RR Lyrae variable stars,RRc variable stars,Blazhko effect,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,RR Lyrae variable stars,RRd variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Mira variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,OGLE small amplitude red giant stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,Mira variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,Slow irregular variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,Slow irregular variable stars,Lb variable stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,Semi-regular variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,Semi-regular variable stars,SRb variable stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,Semi-regular variable stars,SRc variable stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,Semi-regular variable stars,SRa variable stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,Semi-regular variable stars,SRS variable stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,Semi-regular variable stars,SRd variable stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,Semi-regular variable stars,SRd variable stars,UU Herculis stars,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Double-mode variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Double-mode variable stars,RRd variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Double-mode variable stars,Double-mode Cepheid variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Double-mode variable stars,UU Herculis stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,ZZ Ceti stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Beta Cephei variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,SX Phoenicis variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double-mode variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double-mode variable stars,RRd variable stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double-mode variable stars,Double-mode Cepheid variable stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double-mode variable stars,UU Herculis stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,OGLE small amplitude red giant stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double periodic variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Delta Scuti variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,PG 1159 stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Alpha Cygni variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,53 Persei stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheid variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheid variable stars,Type II Cepheid variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheid variable stars,Type II Cepheid variable stars,W Virginis variable stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheid variable stars,Type II Cepheid variable stars,BL Herculis variable stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheid variable stars,Type II Cepheid variable stars,RV Tauri variable stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheid variable stars,Anomalous Cepheid variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheid variable stars,Young disk Cepheid variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheid variable stars,Delta Cepheid variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheid variable stars,Double-mode Cepheid variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,R Coronae Borealis variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,Soft gamma-ray repeaters,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,T Tauri stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,T Tauri stars,Weak-line T Tauri stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,T Tauri stars,Classical T Tauri stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,Lc variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Lambda Eridani stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Blue large-amplitude pulsators,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Pulsating variable stars,Delta Delphini variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,AM Canum Venaticorum stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,SX Arietis variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,WZ Sagittae stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Nova-like variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Nova-like variable stars,UX Ursae Majoris stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Nova-like variable stars,VY Sculpturis stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Slow novae,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Recurrent novae,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Fast novae,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Dwarf novae,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Dwarf novae,U Geminorum stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Dwarf novae,SX Arietis variable stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Dwarf novae,SU Ursae Majoris stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Dwarf novae,Z Camelopardalis stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Dwarf novae,WZ Sagittae stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Classical novae,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,DQ Herculis stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,X-ray novae,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Symbiotic novae,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,UV Persei stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,AM Herculis stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variable stars,,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variable stars,Flare stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variable stars,Flare stars,FU Orionis stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variable stars,Flare stars,R Coronae Borealis variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variable stars,Flare stars,RS Canum Venaticorum variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variable stars,Flare stars,Red dwarf flare stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variable stars,Flare stars,UV Ceti stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variable stars,BY Draconis stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variable stars,Gamma Cassiopeiae stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variable stars,Luminous blue variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variable stars,Luminous blue variable stars,S Doradus stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Herbig-Haro objects,,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Magnetic variable stars,,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Magnetic variable stars,Rapidly oscillating Ap star,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Magnetic variable stars,SX Arietis variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Magnetic variable stars,Am stars,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,,,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,K stars,,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,K stars,K giant stars,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,K stars,K supergiant stars,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,K stars,K subgiant stars,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,K stars,K subdwarf stars,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,K stars,K dwarf stars,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,F stars,,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,F stars,F giant stars,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,F stars,F dwarf stars,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,F stars,F supergiant stars,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,F stars,F supergiant stars,UU Herculis stars,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,F stars,F subdwarf stars,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,F stars,F subgiant stars,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,A stars,,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,A stars,A subdwarf stars,,,,,,
Stellar astronomy,Stellar types,Stellar spectral types,A stars,Am stars,,,,,,
